Id,Tên trường,Loại hình cơ sở đào tạo,Loại trường,Cơ quan quản lý trực tiếp,Ký hiệu,Tên tiếng Anh,Website,"Tỉnh, thành phố",Được kiểm định bởi tổ chức kiểm định chất lượng giáo dục,Ngày cấp giấy chứng nhận kiểm định chất lượng,Ngày hết hạn giá trị của giấy chứng nhận kiểm định chất lượng
812,ĐẠI HỌC BÁCH KHOA HÀ NỘI,Đại học,Công lập,Bộ Giáo dục và Đào tạo,BKA,Hanoi University of Science and Technology,https://www.hust.edu.vn/,Hà Nội,HCERES,06/12/2017,06/12/2022
795,ĐẠI HỌC ĐÀ NẴNG,Đại học,Công lập,Bộ Giáo dục và Đào tạo,E,The University of Da Nang,http://www.udn.vn,Đà Nẵng,,,
699,ĐẠI HỌC HUẾ,Đại học,Công lập,Bộ Giáo dục và Đào tạo,D,Hue University,https://hueuni.edu.vn/,Thừa Thiên Huế,,,
820,ĐẠI HỌC KINH TẾ TP. HỒ CHÍ MINH,Đại học,Công lập,Bộ Giáo dục và Đào tạo,KSA,University of Economics Ho Chi Minh City,https://www.ueh.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,05/03/2017,05/03/2022
722,ĐẠI HỌC QUỐC GIA HÀ NỘI,Đại học,Công lập,,A,"Vietnam National University, Hanoi",https://www.vnu.edu.vn/,Hà Nội,,,
731,ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,Đại học,Công lập,,C,"Vietnam National University, Ho Chi Minh City",https://vnuhcm.edu.vn/,TP. Hồ Chí Minh,,,
911,ĐẠI HỌC THÁI NGUYÊN,Đại học,Công lập,Bộ Giáo dục và Đào tạo,B,Thai Nguyen University,http://www.tnu.edu.vn/,Thái Nguyên,,,
875,ĐẠI HỌC Y DƯỢC TP. HỒ CHÍ MINH,Trường đại học,Công lập,Bộ Y tế,YDS,University of Medicine and Pharmacy at Ho Chi Minh City,https://ump.edu.vn/,TP. Hồ Chí Minh,VNU-HCM CEA,16/11/2017,16/11/2022
685,HỌC VIỆN ÂM NHẠC HUẾ,Học viện,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",HVA,Hue Academy of Music,http://hocvienamnhachue.edu.vn/,Thừa Thiên Huế,,,
686,HỌC VIỆN ÂM NHẠC QUỐC GIA VIỆT NAM,Học viện,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",NVH,Viet Nam National Academy of Music,https://www.vnam.edu.vn/,Hà Nội,,,
832,HỌC VIỆN BÁO CHÍ VÀ TUYÊN TRUYỀN,Học viện,Công lập,Học viện Chính trị Quốc gia Hồ Chí Minh,HBT,Academy of Journalism and Communication,https://ajc.hcma.vn/,Hà Nội,CEA-AVU&C,29/06/2018,29/06/2023
774,HỌC VIỆN CÁN BỘ THÀNH PHỐ HỒ CHÍ MINH,"Trường đào tạo, bồi dưỡng",Công lập,UBND TP. Hồ Chí Minh,HVC,Ho Chi Minh Cadre Academy,http://www.hocviencanbo.hochiminhcity.gov.vn/,TP. Hồ Chí Minh,,,
787,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,Học viện,Công lập,Bộ Thông tin và Truyền thông,BVH,Posts and Telecommunications Institute of Technology,https://portal.ptit.edu.vn/,Hà Nội,CEA-AVU&C,01/09/2018,01/09/2023
948,HỌC VIỆN CHÍNH SÁCH VÀ PHÁT TRIỂN,Học viện,Công lập,Bộ Kế hoạch và Đầu tư,HCP,Academy of Policy and Development,http://apd.edu.vn/,Hà Nội,CEA-AVU&C,29/06/2018,29/06/2023
835,HỌC VIỆN CHÍNH TRỊ KHU VỰC I,"Trường đào tạo, bồi dưỡng",Công lập,Học viện Chính trị Quốc gia Hồ Chí Minh,HCC,Academy of Politics - Public Administration Region I,https://hcma1.hcma.vn,Hà Nội,,,
836,HỌC VIỆN CHÍNH TRỊ QUỐC GIA HỒ CHÍ MINH,"Trường đào tạo, bồi dưỡng",Công lập,Ban Chấp hành Trung ương Đảng cộng sản Việt Nam,HVH,Ho Chi Minh National Academy of Politics,https://hcma.vn,Hà Nội,,,
837,HỌC VIỆN DÂN TỘC,"Trường đào tạo, bồi dưỡng",Công lập,Ủy ban Dân tộc,HVD,Vietnam Academy for Ethnic Minorities,https://hvdt.edu.vn/,Hà Nội,,,
975,HỌC VIỆN HÀNG KHÔNG VIỆT NAM,Học viện,Công lập,Bộ Giao thông vận tải,HHK,Viet Nam Aviation Academy,https://vaa.edu.vn/,TP. Hồ Chí Minh,CEA-AVU&C,14/05/2018,14/05/2023
922,HỌC VIỆN HÀNH CHÍNH QUỐC GIA,"Trường đào tạo, bồi dưỡng",Công lập,Bộ Nội Vụ,HCH,National Academy of Public Administration,https://www1.napa.vn/,Hà Nội,,,
979,HỌC VIỆN KHOA HỌC VÀ CÔNG NGHỆ,"Trường đào tạo, bồi dưỡng",Công lập,Viện Hàn lâm Khoa học và Công nghệ Việt Nam,HKC,Vietnam Academy of Science and Technology,http://gust.edu.vn/,Hà Nội,,,
708,HỌC VIỆN KHOA HỌC XÃ HỘI,"Trường đào tạo, bồi dưỡng",Công lập,Viện Hàn lâm Khoa học Xã hội Việt Nam,HXH,Graduate Academy of Social Sciences,https://gass.edu.vn/,Hà Nội,,,
933,"HỌC VIỆN KHOA HỌC, CÔNG NGHỆ VÀ ĐỔI MỚI SÁNG TẠO","Trường đào tạo, bồi dưỡng",Công lập,Bộ Khoa học và Công nghệ,V24,Vietnam Institute of Science Technology and Innovation,http://visti.gov.vn/,Hà Nội,,,
687,HỌC VIỆN MÚA VIỆT NAM,Học viện,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",CMH,Viet Nam Academy of Dance,https://www.vnad.edu.vn/,Hà Nội,,,
879,HỌC VIỆN NÔNG NGHIỆP VIỆT NAM,Học viện,Công lập,Bộ Nông nghiệp và Phát triển nông thôn,HVN,Vietnam National University of Agriculture,https://vnua.edu.vn/,Hà Nội,AVU&C,09/06/2017,09/06/2022
811,HỌC VIỆN NGÂN HÀNG,Học viện,Công lập,Ngân hàng Nhà nước Việt Nam,NHH,Banking Academy of Vietnam,https://www.hvnh.edu.vn/,Hà Nội,VNU-CEA,09/05/2017,09/05/2022
775,HỌC VIỆN NGOẠI GIAO,Học viện,Công lập,Bộ Ngoại giao,HQT,Diplomatic Academy of Viet Nam,https://dav.edu.vn,Hà Nội,VNU-CEA,03/12/2020,03/12/2025
802,HỌC VIỆN PHỤ NỮ VIỆT NAM,Học viện,Công lập,Trung ương Hội Liên hiệp Phụ nữ Việt Nam,HPN,Vietnam Women's Academy,http://hvpnvn.edu.vn/,Hà Nội,CEA-AVU&C,22/09/2020,22/09/2025
964,HỌC VIỆN QUẢN LÝ GIÁO DỤC,Học viện,Công lập,Bộ Giáo dục và Đào tạo,HVQ,National Institute of Education Management,http://naem.edu.vn/,Hà Nội,VNU-CEA,30/06/2018,30/06/2023
947,HỌC VIỆN TÀI CHÍNH,Học viện,Công lập,Bộ Tài chính,HTC,Academy of Finance,https://hvtc.edu.vn/,Hà Nội,CEA-AVU&C,20/02/2017,20/02/2022
788,HỌC VIỆN TOÀ ÁN,Học viện,Công lập,Toà án nhân dân tối cao,HTA,Vietnam Court Academy,http://hvta.toaan.gov.vn/,Hà Nội,,,
803,HỌC VIỆN THANH THIẾU NIÊN VIỆT NAM,Học viện,Công lập,Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh,HTN,Vietnam Youth Academy,http://vya.edu.vn/,Hà Nội,,,
866,HỌC VIỆN Y DƯỢC HỌC CỔ TRUYỀN VIỆT NAM,Học viện,Công lập,Bộ Y tế,HYD,Viet Nam University Of Traditional Medicine & Pharmacy,http://vutm.edu.vn/,Hà Nội,CEA-AVU&C,14/05/2018,14/05/2023
688,NHẠC VIỆN TP. HỒ CHÍ MINH,Học viện,Công lập,"Bộ Văn hóa, Thể thao và Du lịch",NVS,Ho Chi Minh City Conservatory of Music,http://hcmcons.vn/,TP. Hồ Chí Minh,,,
1027,Trường Cao đẳng Bắc Kạn,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Bắc Kạn,C11,Bac Kan College,http://cdbk.edu.vn/,Bắc Kạn,,,
1028,Trường Cao đẳng Bến Tre,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Bến Tre,C56,BenTre College,http://www.cdbt.edu.vn/,Bến Tre,,,
1029,Trường Cao đẳng Bình Định,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Bình Định,C37,BinhDinh College,http://www.cdbd.edu.vn/,Bình Định,,,
1030,Trường Cao đẳng Bình Phước,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Bình Phước,C43,BinhPhuoc College,https://cdbp.edu.vn/,Bình Phước,,,
1031,Trường Cao đẳng Cần Thơ,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Cần Thơ,C55,Can Tho College,http://cdct.edu.vn,Cần Thơ,,,
1032,Trường Cao đẳng Cộng đồng Bình Thuận,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Bình Thuận,C47,Binh Thuan Community College,https://btu.edu.vn/,Bình Thuận,,,
1033,Trường Cao đẳng Cộng đồng Cà Mau,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Cà Mau,D61,Ca Mau Community College,https://caodangcongdong.camau.gov.vn/,Cà Mau,,,
1034,Trường Cao đẳng Cộng đồng Hà Nội,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND TP. Hà Nội,CHN,Hanoi Community College,https://chn.edu.vn/,Hà Nội,,,
1035,Trường Cao đẳng Cộng đồng Hậu Giang,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Hậu Giang,D64,Hau Giang Community College,https://www.hgcc.edu.vn/,Hậu Giang,,,
1036,Trường Cao đẳng Cộng đồng Hưng Yên,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Hưng Yên,C22,Hung Yen Community College,https://www.hycc.edu.vn/,Hưng Yên,,,
1037,Trường Cao đẳng Cộng đồng Kon Tum,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Kon Tum,C36,KonTum Community College,https://ktcc.edu.vn/,Kon Tum,,,
1038,Trường Cao đẳng Cộng đồng Lai Châu,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Lai Châu,CLC,Laichau Community College,http://cdcdlaichau.edu.vn/,Lai Châu,,,
1039,Trường Cao đẳng Cộng đồng Sóc Trăng,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Sóc Trăng,CST,SocTrang Community College,http://www.stcc.edu.vn/,Sóc Trăng,,,
1040,Trường Cao đẳng Cộng đồng Vĩnh Long,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Vĩnh Long,D57,Vinh Long Community College,https://www.vlcc.edu.vn/,Vĩnh Long,,,
861,TRƯỜNG CAO ĐẲNG ĐÀ LẠT,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Lâm Đồng,C42,Da Lat College of Education,https://cddl.edu.vn/,Lâm Đồng,CEA-UD,03/11/2021,03/11/2026
896,Trường Cao đẳng Đại Việt Sài Gòn,Cao đẳng,Tư thục,,0219,DAI VIET SAI GON COLLEGE,https://daivietsaigon.edu.vn/,TP. Hồ Chí Minh,,,
1041,Trường Cao đẳng Hải Dương,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Hải Dương,C21,HaiDuong College,https://caodanghaiduong.edu.vn/,Hải Dương,,,
1042,Trường Cao đẳng Ngô Gia Tự Bắc Giang,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Bắc Giang,C18,Ngo Gia Tu College Bacgiang,https://cdngogiatubacgiang.edu.vn/,Bắc Giang,,,
1043,Trường Cao đẳng Sơn La,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Sơn La,C14,Son La Colleege,http://www.cdsonla.edu.vn/,Sơn La,,,
890,TRƯỜNG CAO ĐẲNG SƯ PHẠM BÀ RỊA-VŨNG TÀU,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Bà Rịa - Vũng tàu,C52,Ba Ria - Vung Tau Teacher Training College,http://www.cdspbrvt.edu.vn/,Bà Rịa - Vũng Tàu,VNU-HCM CEA,21/03/2022,21/03/2027
771,TRƯỜNG CAO ĐẲNG SƯ PHẠM BẮC NINH,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Bắc Ninh,C19,Bac Ninh Teacher Training College,http://cdspbacninh.edu.vn/,Bắc Ninh,CEA-AVU&C,03/06/2020,03/06/2025
772,TRƯỜNG CAO ĐẲNG SƯ PHẠM CAO BẰNG,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Cao Bằng,C06,Cao Bang College of Education,https://www.caodangsuphamcaobang.edu.vn/,Cao Bằng,,,
862,TRƯỜNG CAO ĐẲNG SƯ PHẠM ĐẮK LẮK,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Đắk Lắk,C40,Dak Lak College of Pedagogy,http://www.dlc.edu.vn/,Đắk Lắk,,,
971,TRƯỜNG CAO ĐẲNG SƯ PHẠM ĐIỆN BIÊN,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Điện Biên,C62,Dien Bien Teachers’ Training College,http://cdspdienbien.edu.vn/,Điện Biên,CEA-AVU&C,26/09/2019,26/09/2024
910,TRƯỜNG CAO ĐẲNG SƯ PHẠM GIA LAI,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Gia Lai,C38,Gia Lai Junior College of Education,http://cdspgialai.edu.vn/,Gia Lai,,,
972,TRƯỜNG CAO ĐẲNG SƯ PHẠM HÀ GIANG,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Hà Giang,C05,Ha Giang Teacher Training College,https://cdsphagiang.edu.vn/,Hà Giang,,,
828,TRƯỜNG CAO ĐẲNG SƯ PHẠM HÀ TÂY,Trường cao đẳng sư phạm,Công lập,UBND TP. Hà Nội,C20,Ha Tay Teacher Training College,http://www.cdsphthn.edu.vn/,Hà Nội,,,
773,TRƯỜNG CAO ĐẲNG SƯ PHẠM HOÀ BÌNH,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Hoà Bình,C23,Hoa Binh Teacher Training College,https://cdsphoabinh.edu.vn/,Hoà Bình,VNU-CEA,20/08/2020,20/08/2025
961,TRƯỜNG CAO ĐẲNG SƯ PHẠM KIÊN GIANG,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Kiên Giang,C54,Kien Giang Teacher Training College,https://www.cdspkg.edu.vn/,Kiên Giang,VNU-HCM CEA,08/12/2019,08/12/2024
973,TRƯỜNG CAO ĐẲNG SƯ PHẠM LẠNG SƠN,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Lạng Sơn,C10,Lang Son College of Education,http://lce.edu.vn/,Lạng Sơn,,,
962,TRƯỜNG CAO ĐẲNG SƯ PHẠM LONG AN,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Long An,C49,Long An Teacher Training College,http://caodangsuphamlongan.edu.vn/,Long An,,,
829,TRƯỜNG CAO ĐẲNG SƯ PHẠM NAM ĐỊNH,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Nam Định,C25,Nam Dinh College of Education,http://www.cdspnd.edu.vn/,Nam Định,VNU- CEA,30/06/2018,30/06/2023
863,TRƯỜNG CAO ĐẲNG SƯ PHẠM NGHỆ AN,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Nghệ An,C29,Nghe An Teacher Training College,http://www.cdspna.edu.vn/,Nghệ An,VU-CEA,26/08/2019,26/08/2024
864,TRƯỜNG CAO ĐẲNG SƯ PHẠM QUẢNG TRỊ,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Quảng Trị,C32,Quang Tri Teacher Training College,http://www.qtttc.edu.vn/,Quảng Trị,,,
830,TRƯỜNG CAO ĐẲNG SƯ PHẠM TÂY NINH,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Tây Ninh,C46,Tay Ninh College of Education,http://cdsptayninh.edu.vn/,Tây Ninh,,,
865,TRƯỜNG CAO ĐẲNG SƯ PHẠM THÁI BÌNH,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Thái Bình,C26,Thai Binh College of Education,http://www.cdsptb.edu.vn/,Thái Bình,,,
786,TRƯỜNG CAO ĐẲNG SƯ PHẠM THỪA THIÊN HUẾ,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Thừa Thiên Huế,C33,Thua Thien Hue College of Education,https://cdsphue.edu.vn/,Thừa Thiên Huế,CEA-UD,20/02/2020,20/02/2025
849,TRƯỜNG CAO ĐẲNG SƯ PHẠM TRUNG ƯƠNG,Trường cao đẳng sư phạm,Công lập,Bộ Giáo dục và Đào tạo,CM1,National College of Education,http://cdsptw.edu.vn/,Hà Nội,VNU- CEA,09/07/2017,09/07/2022
850,TRƯỜNG CAO ĐẲNG SƯ PHẠM TRUNG ƯƠNG NHA TRANG,Trường cao đẳng sư phạm,Công lập,Bộ Giáo dục và Đào tạo,CM2,Nha Trang - National College of Pedagogy,http://sptwnt.edu.vn/,Khánh Hoà,CEA-UD,25/05/2018,24/05/2023
851,TRƯỜNG CAO ĐẲNG SƯ PHẠM TRUNG ƯƠNG TP.HỒ CHÍ MINH,Trường cao đẳng sư phạm,Công lập,Bộ Giáo dục và Đào tạo,CM3,"National College of Education, Ho Chi Minh City",http://www.cdsptw-tphcm.vn/,TP. Hồ Chí Minh,,,
974,TRƯỜNG CAO ĐẲNG SƯ PHẠM YÊN BÁI,Trường cao đẳng sư phạm,Công lập,UBND tỉnh Yên Bái,C13,Yen Bai College of Education,https://suphamyenbai.edu.vn/,Yên Bái,,,
1044,Trường Cao đẳng Vĩnh Long,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Vĩnh Long,C57,Vinh Long College,http://cdvl.edu.vn/,Vĩnh Long,,,
1045,Trường Cao đẳng Vĩnh Phúc,Trường cao đẳng đào tạo ngành Giáo dục mầm non,Công lập,UBND tỉnh Vĩnh Phúc,C16,Vinh Phuc College,http://caodangvinhphuc.edu.vn/,Vĩnh Phúc,,,
732,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,Trường đại học,Công lập,,TAG,VNUHCM - An Giang University,https://www.agu.edu.vn/,An Giang,VNU-HCM CEA,16/03/2018,16/03/2023
710,TRƯỜNG ĐẠI HỌC ANH QUỐC - VIỆT NAM,Trường đại học,Nước ngoài,Nước ngoài,BUV,British University Viet Nam,https://www.buv.edu.vn/,Hà Nội,,,
776,TRƯỜNG ĐẠI HỌC BÀ RỊA - VŨNG TÀU,Trường đại học,Tư thục,Bộ Giáo dục và Đào tạo,BVU,Ba Ria - Vung Tau University,https://bvu.edu.vn/,Bà Rịa - Vũng Tàu,CEA-AVU&C,16/09/2019,16/09/2024
852,TRƯỜNG ĐẠI HỌC BẠC LIÊU,Trường đại học,Công lập,UBND tỉnh Bạc Liêu,DBL,Bac Lieu University,https://blu.edu.vn/,Bạc Liêu,,,
733,TRƯỜNG ĐẠI HỌC BÁCH KHOA - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,Trường đại học,Công lập,,QSB,VNUHCM - University of Technology,http://www.hcmut.edu.vn/,TP. Hồ Chí Minh,HCERES và AUN-QA,06/12/2017 (HCERES) và 10/10/2017 (AUN-QA),06/12/2022 (HCERES) và 10/09/2022 (AUN-QA)
796,"TRƯỜNG ĐẠI HỌC BÁCH KHOA, ĐẠI HỌC ĐÀ NẴNG",Trường đại học,Công lập,Bộ Giáo dục và Đào tạo,DDK,University of Science and Technology - The University of Da Nang,http://dut.udn.vn/,Đà Nẵng,HCERES,06/12/2017,06/12/2022
